UID;Molecular Formula
2020;C$_{30}$H$_{16}$
2021;C$_{30}$H$_{16}$
2022;C$_{30}$H$_{16}$
2023;C$_{30}$H$_{16}$
2024;C$_{30}$H$_{16}$
2025;C$_{30}$H$_{16}$
2026;C$_{30}$H$_{16}$
2027;C$_{30}$H$_{16}$
2028;C$_{30}$H$_{16}$
2029;C$_{30}$H$_{16}$
2030;C$_{30}$H$_{16}$
2031;C$_{30}$H$_{16}$
2032;C$_{30}$H$_{16}$
2033;C$_{30}$H$_{16}$
2034;C$_{30}$H$_{16}$
2035;C$_{30}$H$_{16}$
2036;C$_{30}$H$_{16}$
2037;C$_{30}$H$_{16}$
2038;C$_{30}$H$_{16}$
2039;C$_{30}$H$_{16}$
2040;C$_{30}$H$_{16}$
2041;C$_{30}$H$_{16}$
2042;C$_{30}$H$_{16}$
2043;C$_{30}$H$_{16}$
2044;C$_{30}$H$_{16}$
2045;C$_{30}$H$_{16}$
2046;C$_{30}$H$_{16}$
2047;C$_{30}$H$_{16}$
2048;C$_{30}$H$_{16}$
2049;C$_{30}$H$_{16}$
2050;C$_{30}$H$_{16}$
2051;C$_{30}$H$_{16}$
2052;C$_{30}$H$_{16}$
2053;C$_{30}$H$_{16}$
2054;C$_{30}$H$_{16}$
2055;C$_{29}$H$_{17}$
2056;C$_{29}$H$_{17}$
2057;C$_{29}$H$_{17}$
2058;C$_{29}$H$_{17}$
2059;C$_{29}$H$_{17}$
2060;C$_{29}$H$_{17}$
2061;C$_{29}$H$_{17}$
2062;C$_{29}$H$_{17}$
2063;C$_{29}$H$_{17}$
2064;C$_{29}$H$_{17}$
2065;C$_{29}$H$_{17}$
2066;C$_{29}$H$_{17}$
2067;C$_{29}$H$_{17}$
2068;C$_{29}$H$_{17}$
2069;C$_{29}$H$_{17}$
2070;C$_{29}$H$_{17}$
2071;C$_{29}$H$_{17}$
2072;C$_{29}$H$_{17}$
2073;C$_{29}$H$_{17}$
2074;C$_{29}$H$_{17}$
2075;C$_{29}$H$_{17}$
2076;C$_{29}$H$_{17}$
2077;C$_{29}$H$_{17}$
2078;C$_{29}$H$_{17}$
2079;C$_{29}$H$_{17}$
2080;C$_{29}$H$_{17}$
2081;C$_{29}$H$_{17}$
2082;C$_{29}$H$_{17}$
2083;C$_{29}$H$_{17}$
2084;C$_{29}$H$_{17}$
2085;C$_{29}$H$_{17}$
2086;C$_{29}$H$_{17}$
2087;C$_{29}$H$_{17}$
2088;C$_{29}$H$_{17}$
2089;C$_{29}$H$_{17}$
2090;C$_{29}$H$_{17}$
2091;C$_{29}$H$_{17}$
2092;C$_{29}$H$_{17}$
2093;C$_{29}$H$_{17}$
2094;C$_{29}$H$_{17}$
2095;C$_{29}$H$_{17}$
2096;C$_{29}$H$_{17}$
2097;C$_{29}$H$_{17}$
2098;C$_{29}$H$_{17}$
2099;C$_{29}$H$_{17}$
2100;C$_{29}$H$_{17}$
2101;C$_{29}$H$_{17}$
2102;C$_{29}$H$_{17}$
2103;C$_{29}$H$_{17}$
2104;C$_{29}$H$_{17}$
2105;C$_{29}$H$_{17}$
2106;C$_{29}$H$_{17}$
2107;C$_{29}$H$_{17}$
2108;C$_{29}$H$_{17}$
2109;C$_{29}$H$_{17}$
2110;C$_{29}$H$_{17}$
2111;C$_{29}$H$_{17}$
2112;C$_{29}$H$_{17}$
2113;C$_{29}$H$_{17}$
2114;C$_{29}$H$_{17}$
2115;C$_{29}$H$_{17}$
2116;C$_{29}$H$_{17}$
2117;C$_{29}$H$_{17}$
2118;C$_{29}$H$_{17}$
2119;C$_{29}$H$_{17}$
2120;C$_{29}$H$_{17}$
2121;C$_{29}$H$_{17}$
2122;C$_{29}$H$_{17}$
2123;C$_{29}$H$_{17}$
2124;C$_{29}$H$_{17}$
2125;C$_{29}$H$_{17}$
2126;C$_{29}$H$_{17}$
2127;C$_{29}$H$_{17}$
2128;C$_{29}$H$_{17}$
2129;C$_{29}$H$_{17}$
2130;C$_{29}$H$_{17}$
2131;C$_{29}$H$_{17}$
2132;C$_{29}$H$_{17}$
2133;C$_{29}$H$_{17}$
2134;C$_{29}$H$_{17}$
2135;C$_{29}$H$_{17}$
2136;C$_{29}$H$_{17}$
2137;C$_{29}$H$_{17}$
2138;C$_{29}$H$_{17}$
2139;C$_{29}$H$_{17}$
2140;C$_{29}$H$_{17}$
2141;C$_{29}$H$_{17}$
2142;C$_{29}$H$_{17}$
2143;C$_{29}$H$_{17}$
2144;C$_{29}$H$_{17}$
2145;C$_{29}$H$_{17}$
2146;C$_{29}$H$_{15}$
2147;C$_{29}$H$_{15}$
2148;C$_{29}$H$_{15}$
2149;C$_{29}$H$_{15}$
2150;C$_{29}$H$_{15}$
2151;C$_{29}$H$_{15}$
2152;C$_{29}$H$_{15}$
2153;C$_{29}$H$_{15}$
2154;C$_{29}$H$_{15}$
2155;C$_{29}$H$_{15}$
2156;C$_{29}$H$_{15}$
2157;C$_{29}$H$_{15}$
2158;C$_{29}$H$_{15}$
2159;C$_{29}$H$_{15}$
2160;C$_{29}$H$_{15}$
2161;C$_{29}$H$_{15}$
2162;C$_{29}$H$_{15}$
2163;C$_{29}$H$_{15}$
2164;C$_{29}$H$_{15}$
2165;C$_{29}$H$_{15}$
2166;C$_{29}$H$_{15}$
2167;C$_{28}$H$_{16}$
2168;C$_{28}$H$_{16}$
2169;C$_{28}$H$_{16}$
2170;C$_{28}$H$_{16}$
2171;C$_{28}$H$_{16}$
2172;C$_{28}$H$_{16}$
2173;C$_{28}$H$_{16}$
2174;C$_{28}$H$_{16}$
2175;C$_{28}$H$_{16}$
2176;C$_{28}$H$_{16}$
2177;C$_{28}$H$_{16}$
2178;C$_{28}$H$_{16}$
2179;C$_{28}$H$_{16}$
2180;C$_{28}$H$_{16}$
2181;C$_{28}$H$_{16}$
2182;C$_{28}$H$_{16}$
2183;C$_{28}$H$_{16}$
2184;C$_{28}$H$_{16}$
2185;C$_{28}$H$_{16}$
2186;C$_{28}$H$_{16}$
2187;C$_{28}$H$_{16}$
2188;C$_{28}$H$_{16}$
2189;C$_{28}$H$_{16}$
2190;C$_{28}$H$_{16}$
2191;C$_{28}$H$_{16}$
2192;C$_{28}$H$_{16}$
2193;C$_{28}$H$_{16}$
2194;C$_{28}$H$_{16}$
2195;C$_{28}$H$_{16}$
2196;C$_{28}$H$_{16}$
2197;C$_{28}$H$_{16}$
2198;C$_{28}$H$_{16}$
2199;C$_{28}$H$_{16}$
2200;C$_{28}$H$_{16}$
2201;C$_{28}$H$_{16}$
2202;C$_{28}$H$_{16}$
2203;C$_{28}$H$_{16}$
2204;C$_{28}$H$_{16}$
2205;C$_{28}$H$_{16}$
2206;C$_{28}$H$_{16}$
2207;C$_{28}$H$_{16}$
2208;C$_{28}$H$_{16}$
2209;C$_{28}$H$_{16}$
2210;C$_{28}$H$_{16}$
2211;C$_{28}$H$_{16}$
2212;C$_{28}$H$_{16}$
2213;C$_{28}$H$_{16}$
2214;C$_{28}$H$_{16}$
2215;C$_{28}$H$_{16}$
2216;C$_{28}$H$_{16}$
2217;C$_{28}$H$_{16}$
2218;C$_{28}$H$_{16}$
2219;C$_{28}$H$_{16}$
2220;C$_{28}$H$_{16}$
2221;C$_{28}$H$_{16}$
2222;C$_{28}$H$_{16}$
2223;C$_{28}$H$_{16}$
2224;C$_{28}$H$_{16}$
2225;C$_{28}$H$_{16}$
2226;C$_{28}$H$_{14}$
2227;C$_{28}$H$_{14}$
2228;C$_{28}$H$_{14}$
2229;C$_{28}$H$_{14}$
2230;C$_{28}$H$_{14}$
2231;C$_{28}$H$_{14}$
2232;C$_{28}$H$_{14}$
2233;C$_{28}$H$_{14}$
2234;C$_{28}$H$_{14}$
2235;C$_{27}$H$_{15}$
2236;C$_{27}$H$_{15}$
2237;C$_{27}$H$_{15}$
2238;C$_{27}$H$_{15}$
2239;C$_{27}$H$_{15}$
2240;C$_{27}$H$_{15}$
2241;C$_{27}$H$_{15}$
2242;C$_{27}$H$_{15}$
2243;C$_{27}$H$_{15}$
2244;C$_{27}$H$_{15}$
2245;C$_{27}$H$_{15}$
2246;C$_{27}$H$_{15}$
2247;C$_{27}$H$_{15}$
2248;C$_{27}$H$_{15}$
2249;C$_{27}$H$_{15}$
2250;C$_{27}$H$_{15}$
2251;C$_{27}$H$_{15}$
2252;C$_{27}$H$_{15}$
2253;C$_{27}$H$_{15}$
2254;C$_{27}$H$_{15}$
2255;C$_{27}$H$_{15}$
2256;C$_{27}$H$_{15}$
2257;C$_{27}$H$_{15}$
2258;C$_{27}$H$_{15}$
2259;C$_{27}$H$_{15}$
2260;C$_{26}$H$_{16}$
2261;C$_{26}$H$_{16}$
2262;C$_{26}$H$_{16}$
2263;C$_{26}$H$_{16}$
2264;C$_{26}$H$_{16}$
2265;C$_{26}$H$_{16}$
2266;C$_{26}$H$_{16}$
2267;C$_{26}$H$_{16}$
2268;C$_{26}$H$_{16}$
2269;C$_{26}$H$_{16}$
2270;C$_{26}$H$_{16}$
2271;C$_{26}$H$_{16}$
2272;C$_{26}$H$_{16}$
2273;C$_{26}$H$_{16}$
2274;C$_{26}$H$_{16}$
2275;C$_{26}$H$_{16}$
2276;C$_{26}$H$_{16}$
2277;C$_{26}$H$_{16}$
2278;C$_{26}$H$_{16}$
2279;C$_{26}$H$_{16}$
2280;C$_{26}$H$_{16}$
2281;C$_{26}$H$_{16}$
2282;C$_{26}$H$_{16}$
2283;C$_{26}$H$_{16}$
2284;C$_{26}$H$_{16}$
2285;C$_{26}$H$_{16}$
2286;C$_{26}$H$_{16}$
2287;C$_{26}$H$_{16}$
2288;C$_{26}$H$_{16}$
2289;C$_{26}$H$_{16}$
2290;C$_{26}$H$_{16}$
2291;C$_{26}$H$_{14}$
2292;C$_{26}$H$_{14}$
2293;C$_{26}$H$_{14}$
2294;C$_{26}$H$_{14}$
2295;C$_{26}$H$_{14}$
2296;C$_{26}$H$_{14}$
2297;C$_{26}$H$_{14}$
2298;C$_{26}$H$_{14}$
2299;C$_{26}$H$_{14}$
2300;C$_{26}$H$_{14}$
2301;C$_{25}$H$_{15}$
2302;C$_{25}$H$_{15}$
2303;C$_{25}$H$_{15}$
2304;C$_{25}$H$_{15}$
2305;C$_{25}$H$_{15}$
2306;C$_{25}$H$_{15}$
2307;C$_{25}$H$_{15}$
2308;C$_{25}$H$_{15}$
2309;C$_{25}$H$_{15}$
2310;C$_{25}$H$_{15}$
2311;C$_{25}$H$_{15}$
2312;C$_{25}$H$_{15}$
2313;C$_{25}$H$_{15}$
2314;C$_{25}$H$_{15}$
2315;C$_{25}$H$_{15}$
2316;C$_{25}$H$_{15}$
2317;C$_{25}$H$_{15}$
2318;C$_{25}$H$_{15}$
2319;C$_{25}$H$_{15}$
2320;C$_{25}$H$_{15}$
2321;C$_{25}$H$_{15}$
2322;C$_{25}$H$_{15}$
2323;C$_{25}$H$_{13}$
2324;C$_{25}$H$_{13}$
2325;C$_{25}$H$_{13}$
2326;C$_{24}$H$_{14}$
2327;C$_{24}$H$_{14}$
2328;C$_{24}$H$_{14}$
2329;C$_{24}$H$_{14}$
2330;C$_{24}$H$_{14}$
2331;C$_{24}$H$_{14}$
2332;C$_{24}$H$_{14}$
2333;C$_{24}$H$_{14}$
2334;C$_{24}$H$_{14}$
2335;C$_{24}$H$_{14}$
2336;C$_{23}$H$_{13}$
2337;C$_{23}$H$_{13}$
2338;C$_{23}$H$_{13}$
2339;C$_{23}$H$_{13}$
2340;C$_{22}$H$_{14}$
2341;C$_{22}$H$_{14}$
2342;C$_{22}$H$_{14}$
2343;C$_{22}$H$_{14}$
2344;C$_{22}$H$_{14}$
2345;C$_{22}$H$_{14}$
2346;C$_{22}$H$_{14}$
2347;C$_{22}$H$_{12}$
2348;C$_{22}$H$_{12}$
2349;C$_{21}$H$_{13}$
2350;C$_{21}$H$_{13}$
2351;C$_{21}$H$_{13}$
2352;C$_{21}$H$_{13}$
2353;C$_{21}$H$_{13}$
2354;C$_{21}$H$_{13}$
2355;C$_{18}$H$_{12}$
2357;C$_{17}$H$_{11}$
3157;C$_{22}$H$_{12}$-
3159;C$_{28}$H$_{14}$-
3160;C$_{30}$H$_{14}$-
3161;C$_{34}$H$_{16}$
3163;C$_{34}$H$_{16}$-
3164;C$_{38}$H$_{16}$
3166;C$_{38}$H$_{16}$-
3168;C$_{42}$H$_{16}$-
3169;C$_{46}$H$_{18}$
3171;C$_{46}$H$_{18}$-
3172;C$_{48}$H$_{18}$-
3173;C$_{52}$H$_{18}$
3175;C$_{52}$H$_{18}$-
3176;C$_{54}$H$_{20}$
3178;C$_{54}$H$_{20}$-
3179;C$_{56}$H$_{20}$
3181;C$_{56}$H$_{20}$-
3182;C$_{58}$H$_{20}$
3184;C$_{58}$H$_{20}$-
3185;C$_{62}$H$_{20}$
3187;C$_{62}$H$_{20}$-
3188;C$_{64}$H$_{20}$
3190;C$_{64}$H$_{20}$-
3191;C$_{64}$H$_{22}$
3193;C$_{64}$H$_{22}$-
3194;C$_{72}$H$_{22}$
3196;C$_{72}$H$_{22}$-
3197;C$_{76}$H$_{22}$
3199;C$_{76}$H$_{22}$-
3200;C$_{80}$H$_{22}$
3202;C$_{80}$H$_{22}$-
3203;C$_{82}$H$_{24}$
3205;C$_{82}$H$_{24}$-
3206;C$_{88}$H$_{24}$
3208;C$_{88}$H$_{24}$-
3210;C$_{90}$H$_{24}$-
3211;C$_{94}$H$_{24}$
3213;C$_{94}$H$_{24}$-
3214;C$_{102}$H$_{26}$
3216;C$_{102}$H$_{26}$-
3217;C$_{108}$H$_{26}$
3219;C$_{108}$H$_{26}$-
3220;C$_{120}$H$_{28}$
3222;C$_{120}$H$_{28}$-
3223;C$_{148}$H$_{30}$
3225;C$_{148}$H$_{30}$-
3226;C$_{31}$H$_{15}$
3228;C$_{31}$H$_{15}$-
3229;C$_{35}$H$_{15}$
3231;C$_{35}$H$_{15}$-
3232;C$_{37}$H$_{15}$
3233;C$_{37}$H$_{15}$-
3235;C$_{43}$H$_{17}$
3237;C$_{43}$H$_{17}$-
3238;C$_{45}$H$_{17}$
3240;C$_{45}$H$_{17}$-
3241;C$_{51}$H$_{19}$
3243;C$_{51}$H$_{19}$-
3244;C$_{55}$H$_{19}$
3246;C$_{55}$H$_{19}$-
3247;C$_{59}$H$_{21}$
3249;C$_{65}$H$_{21}$
3251;C$_{65}$H$_{21}$-
3252;C$_{67}$H$_{21}$
3254;C$_{67}$H$_{21}$-
3255;C$_{67}$H$_{23}$
3257;C$_{73}$H$_{21}$
3259;C$_{73}$H$_{21}$-
3260;C$_{77}$H$_{23}$
3262;C$_{77}$H$_{23}$-
3263;C$_{79}$H$_{23}$
3265;C$_{83}$H$_{23}$
3267;C$_{83}$H$_{23}$-
3268;C$_{85}$H$_{23}$
3270;C$_{85}$H$_{23}$-
3271;C$_{87}$H$_{25}$
3273;C$_{91}$H$_{25}$
3275;C$_{93}$H$_{25}$
3277;C$_{95}$H$_{25}$
3279;C$_{95}$H$_{25}$-
3280;C$_{95}$H$_{27}$
3282;C$_{99}$H$_{25}$
3284;C$_{99}$H$_{25}$-
3285;C$_{103}$H$_{27}$
3287;C$_{107}$H$_{27}$
3289;C$_{107}$H$_{27}$
3291;C$_{111}$H$_{27}$
3293;C$_{113}$H$_{27}$
3295;C$_{113}$H$_{27}$-
3296;C$_{115}$H$_{29}$
3298;C$_{115}$H$_{27}$
3300;C$_{119}$H$_{29}$
3302;C$_{121}$H$_{29}$
3304;C$_{127}$H$_{31}$
3306;C$_{96}$H$_{30}$
3307;C$_{96}$H$_{30}$
3308;C$_{96}$H$_{30}$
3309;C$_{96}$H$_{30}$
3310;C$_{96}$H$_{30}$
3311;C$_{96}$H$_{30}$
3312;C$_{96}$H$_{30}$
3313;C$_{96}$H$_{30}$
3314;C$_{96}$H$_{30}$
3315;C$_{96}$H$_{30}$
3316;C$_{96}$H$_{30}$
3317;C$_{96}$H$_{30}$
3318;C$_{96}$H$_{30}$-
3319;C$_{96}$H$_{30}$-
3320;C$_{96}$H$_{30}$-
3321;C$_{96}$H$_{30}$-
3322;C$_{96}$H$_{30}$
3323;C$_{96}$H$_{30}$
3324;C$_{96}$H$_{30}$
3325;C$_{96}$H$_{30}$
3326;C$_{96}$H$_{30}$
3327;C$_{96}$H$_{30}$
3328;C$_{96}$H$_{30}$
3329;C$_{96}$H$_{30}$
3330;C$_{96}$H$_{30}$
3331;C$_{96}$H$_{30}$
3332;C$_{96}$H$_{30}$-
3333;C$_{96}$H$_{30}$-
3334;C$_{96}$H$_{30}$-
3335;C$_{96}$H$_{30}$-
3336;C$_{96}$H$_{30}$-
3337;C$_{96}$H$_{30}$-
3338;C$_{96}$H$_{30}$-
3339;C$_{96}$H$_{30}$-
3340;C$_{96}$H$_{30}$-
3343;C$_{96}$H$_{30}$-
3344;C$_{96}$H$_{30}$-
3345;C$_{96}$H$_{30}$-
3346;C$_{96}$H$_{30}$-
3347;C$_{96}$H$_{30}$-
3348;C$_{96}$H$_{30}$-
3349;C$_{96}$H$_{30}$-
3350;C$_{96}$H$_{30}$-
3351;C$_{96}$H$_{30}$-
3365;C$_{90}$H$_{28}$-
3366;C$_{90}$H$_{28}$-
3367;C$_{90}$H$_{28}$
3368;C$_{90}$H$_{28}$
3369;C$_{90}$H$_{28}$
3370;C$_{90}$H$_{28}$
3372;C$_{96}$H$_{28}$-
3373;C$_{96}$H$_{28}$
3381;C$_{84}$H$_{28}$
3382;C$_{84}$H$_{28}$
3383;C$_{84}$H$_{28}$
3384;C$_{84}$H$_{28}$
3389;C$_{90}$H$_{28}$-
3390;C$_{90}$H$_{28}$-
3391;C$_{84}$H$_{28}$
3392;C$_{84}$H$_{28}$
3393;C$_{84}$H$_{28}$
3394;C$_{84}$H$_{28}$
3395;C$_{84}$H$_{28}$
3396;C$_{84}$H$_{28}$-
3397;C$_{84}$H$_{28}$-
3398;C$_{84}$H$_{28}$-
3399;C$_{84}$H$_{28}$-
3400;C$_{84}$H$_{28}$-
3401;C$_{84}$H$_{28}$
3402;C$_{84}$H$_{28}$
3403;C$_{84}$H$_{28}$
3404;C$_{84}$H$_{28}$
3405;C$_{84}$H$_{28}$
3406;C$_{84}$H$_{28}$-
3407;C$_{84}$H$_{28}$-
3408;C$_{84}$H$_{28}$-
3409;C$_{84}$H$_{28}$-
3410;C$_{84}$H$_{28}$-
3411;C$_{84}$H$_{28}$-
3412;C$_{84}$H$_{28}$-
3420;C$_{84}$H$_{28}$-
3421;C$_{84}$H$_{28}$-
3422;C$_{84}$H$_{26}$
3430;C$_{78}$H$_{28}$
3431;C$_{78}$H$_{28}$
3432;C$_{78}$H$_{28}$
3433;C$_{78}$H$_{28}$
3434;C$_{78}$H$_{28}$
3435;C$_{78}$H$_{28}$
3437;C$_{84}$H$_{26}$-
3438;C$_{78}$H$_{28}$
3439;C$_{78}$H$_{28}$
3440;C$_{78}$H$_{28}$
3441;C$_{78}$H$_{28}$
3442;C$_{78}$H$_{28}$
3443;C$_{78}$H$_{28}$
3444;C$_{78}$H$_{28}$
3445;C$_{78}$H$_{28}$
3446;C$_{78}$H$_{28}$
3447;C$_{78}$H$_{28}$
3448;C$_{78}$H$_{28}$
3449;C$_{78}$H$_{28}$
3450;C$_{78}$H$_{28}$
3451;C$_{78}$H$_{28}$
3452;C$_{78}$H$_{28}$
3453;C$_{78}$H$_{28}$
3454;C$_{78}$H$_{28}$
3455;C$_{78}$H$_{28}$
3456;C$_{78}$H$_{28}$
3457;C$_{78}$H$_{28}$
3458;C$_{78}$H$_{28}$
3459;C$_{78}$H$_{28}$-
3460;C$_{78}$H$_{28}$-
3461;C$_{78}$H$_{28}$-
3462;C$_{78}$H$_{28}$-
3463;C$_{78}$H$_{28}$
3464;C$_{78}$H$_{28}$
3465;C$_{78}$H$_{28}$
3466;C$_{78}$H$_{28}$
3467;C$_{78}$H$_{28}$
3468;C$_{78}$H$_{28}$-
3469;C$_{78}$H$_{28}$-
3470;C$_{78}$H$_{28}$-
3471;C$_{78}$H$_{28}$-
3472;C$_{78}$H$_{28}$-
3473;C$_{78}$H$_{28}$-
3474;C$_{78}$H$_{28}$-
3475;C$_{78}$H$_{28}$-
3476;C$_{78}$H$_{28}$-
3477;C$_{78}$H$_{28}$-
3478;C$_{78}$H$_{28}$-
3479;C$_{78}$H$_{28}$-
3480;C$_{78}$H$_{28}$-
3481;C$_{78}$H$_{28}$-
3482;C$_{78}$H$_{28}$-
3483;C$_{78}$H$_{28}$-
3484;C$_{78}$H$_{28}$-
3485;C$_{78}$H$_{28}$-
3486;C$_{78}$H$_{28}$-
3487;C$_{78}$H$_{28}$-
3488;C$_{78}$H$_{28}$-
3489;C$_{78}$H$_{28}$-
3490;C$_{78}$H$_{28}$-
3491;C$_{78}$H$_{28}$-
3492;C$_{78}$H$_{28}$-
3493;C$_{78}$H$_{28}$-
3494;C$_{78}$H$_{28}$-
3495;C$_{78}$H$_{28}$-
3528;C$_{78}$H$_{26}$
3529;C$_{78}$H$_{26}$
3533;C$_{78}$H$_{26}$-
3534;C$_{78}$H$_{26}$-
3535;C$_{78}$H$_{26}$-
3536;C$_{78}$H$_{26}$-
3537;C$_{78}$H$_{26}$
3538;C$_{78}$H$_{26}$
3539;C$_{72}$H$_{26}$
3540;C$_{72}$H$_{26}$
3541;C$_{72}$H$_{26}$
3542;C$_{72}$H$_{26}$
3543;C$_{72}$H$_{26}$
3544;C$_{72}$H$_{26}$
3545;C$_{72}$H$_{26}$
3547;C$_{72}$H$_{26}$
3548;C$_{72}$H$_{26}$
3549;C$_{72}$H$_{26}$
3551;C$_{72}$H$_{26}$-
3552;C$_{72}$H$_{26}$-
3553;C$_{72}$H$_{26}$-
3554;C$_{72}$H$_{26}$-
3555;C$_{72}$H$_{26}$-
3556;C$_{72}$H$_{26}$-
3557;C$_{72}$H$_{26}$-
3558;C$_{72}$H$_{26}$-
3559;C$_{72}$H$_{26}$-
3560;C$_{72}$H$_{26}$-
3561;C$_{72}$H$_{26}$-
3562;C$_{72}$H$_{26}$-
3563;C$_{72}$H$_{26}$-
3564;C$_{72}$H$_{26}$
3565;C$_{72}$H$_{26}$
3566;C$_{72}$H$_{26}$
3572;C$_{72}$H$_{24}$-
3573;C$_{72}$H$_{24}$
3582;C$_{60}$H$_{32}$-
3583;C$_{60}$H$_{32}$-
3584;C$_{60}$H$_{32}$-
3585;C$_{60}$H$_{32}$-
3586;C$_{60}$H$_{32}$
3587;C$_{60}$H$_{32}$
3588;C$_{60}$H$_{32}$
3589;C$_{60}$H$_{32}$
3592;C$_{66}$H$_{24}$-
3593;C$_{66}$H$_{24}$-
3594;C$_{66}$H$_{24}$
3595;C$_{66}$H$_{24}$
3597;C$_{60}$H$_{30}$
3598;C$_{60}$H$_{30}$
3599;C$_{60}$H$_{30}$
3600;C$_{60}$H$_{30}$
3601;C$_{60}$H$_{30}$
3602;C$_{60}$H$_{30}$
3603;C$_{60}$H$_{30}$
3604;C$_{60}$H$_{30}$
3605;C$_{60}$H$_{30}$
3606;C$_{60}$H$_{30}$
3607;C$_{60}$H$_{30}$
3608;C$_{60}$H$_{30}$
3609;C$_{60}$H$_{30}$
3617;C$_{60}$H$_{30}$-
3618;C$_{60}$H$_{30}$-
3619;C$_{60}$H$_{30}$-
3620;C$_{60}$H$_{30}$-
3621;C$_{60}$H$_{30}$-
3622;C$_{60}$H$_{30}$-
3623;C$_{60}$H$_{30}$-
3624;C$_{60}$H$_{30}$-
3625;C$_{60}$H$_{30}$-
3626;C$_{60}$H$_{30}$-
3627;C$_{60}$H$_{30}$-
3628;C$_{60}$H$_{30}$-
3629;C$_{60}$H$_{30}$-
3630;C$_{60}$H$_{28}$
3631;C$_{60}$H$_{28}$
3641;C$_{60}$H$_{28}$
3642;C$_{60}$H$_{28}$
3643;C$_{60}$H$_{28}$
3644;C$_{60}$H$_{28}$
3645;C$_{60}$H$_{28}$
3646;C$_{60}$H$_{28}$
3647;C$_{60}$H$_{28}$
3648;C$_{60}$H$_{28}$
3649;C$_{60}$H$_{28}$
3650;C$_{60}$H$_{28}$
3651;C$_{60}$H$_{28}$
3652;C$_{60}$H$_{28}$
3653;C$_{60}$H$_{28}$
3654;C$_{60}$H$_{28}$-
3655;C$_{60}$H$_{28}$-
3656;C$_{60}$H$_{28}$-
3657;C$_{60}$H$_{28}$-
3658;C$_{60}$H$_{28}$
3659;C$_{60}$H$_{28}$
3660;C$_{60}$H$_{28}$
3661;C$_{60}$H$_{28}$
3662;C$_{60}$H$_{28}$
3663;C$_{60}$H$_{28}$
3664;C$_{60}$H$_{28}$
3665;C$_{60}$H$_{28}$
3666;C$_{60}$H$_{28}$
3667;C$_{60}$H$_{28}$
3668;C$_{60}$H$_{28}$-
3669;C$_{60}$H$_{28}$-
3670;C$_{60}$H$_{28}$-
3671;C$_{60}$H$_{28}$-
3672;C$_{60}$H$_{28}$-
3673;C$_{60}$H$_{28}$-
3674;C$_{60}$H$_{28}$-
3675;C$_{60}$H$_{28}$-
3676;C$_{60}$H$_{28}$-
3677;C$_{60}$H$_{28}$-
3678;C$_{60}$H$_{28}$-
3679;C$_{60}$H$_{28}$-
3680;C$_{60}$H$_{28}$-
3681;C$_{60}$H$_{28}$-
3682;C$_{60}$H$_{28}$-
3688;C$_{60}$H$_{28}$-
3689;C$_{60}$H$_{28}$-
3690;C$_{60}$H$_{28}$-
3691;C$_{60}$H$_{28}$-
3692;C$_{60}$H$_{28}$-
3693;C$_{60}$H$_{28}$-
3705;C$_{60}$H$_{26}$
3706;C$_{60}$H$_{26}$
3707;C$_{60}$H$_{26}$
3708;C$_{60}$H$_{26}$
3709;C$_{60}$H$_{26}$
3710;C$_{60}$H$_{26}$
3720;C$_{60}$H$_{26}$
3721;C$_{60}$H$_{26}$
3722;C$_{60}$H$_{26}$
3723;C$_{60}$H$_{26}$
3724;C$_{60}$H$_{26}$
3725;C$_{60}$H$_{26}$
3726;C$_{60}$H$_{26}$
3727;C$_{60}$H$_{26}$
3728;C$_{60}$H$_{26}$
3729;C$_{60}$H$_{26}$
3730;C$_{60}$H$_{26}$
3731;C$_{60}$H$_{26}$
3732;C$_{60}$H$_{26}$
3733;C$_{60}$H$_{26}$
3734;C$_{60}$H$_{26}$
3735;C$_{60}$H$_{26}$
3736;C$_{60}$H$_{26}$
3737;C$_{60}$H$_{26}$-
3738;C$_{60}$H$_{26}$-
3739;C$_{60}$H$_{26}$
3740;C$_{60}$H$_{26}$
3741;C$_{60}$H$_{26}$
3742;C$_{60}$H$_{26}$-
3743;C$_{60}$H$_{26}$-
3744;C$_{60}$H$_{26}$-
3745;C$_{60}$H$_{26}$-
3746;C$_{60}$H$_{26}$-
3747;C$_{60}$H$_{26}$-
3748;C$_{60}$H$_{26}$-
3749;C$_{60}$H$_{26}$-
3750;C$_{60}$H$_{26}$-
3751;C$_{60}$H$_{26}$-
3752;C$_{60}$H$_{26}$-
3753;C$_{60}$H$_{26}$-
3754;C$_{60}$H$_{26}$-
3755;C$_{60}$H$_{26}$-
3756;C$_{60}$H$_{26}$-
3757;C$_{60}$H$_{26}$-
3758;C$_{60}$H$_{26}$-
3760;C$_{60}$H$_{26}$-
3761;C$_{60}$H$_{26}$-
3762;C$_{60}$H$_{26}$-
3763;C$_{60}$H$_{26}$-
3764;C$_{60}$H$_{26}$-
3765;C$_{60}$H$_{26}$-
3766;C$_{60}$H$_{26}$-
3789;C$_{60}$H$_{24}$-
3790;C$_{60}$H$_{24}$-
3791;C$_{60}$H$_{24}$-
3792;C$_{60}$H$_{24}$
3793;C$_{60}$H$_{24}$
3794;C$_{60}$H$_{24}$
3795;C$_{60}$H$_{24}$
3796;C$_{60}$H$_{24}$
3797;C$_{60}$H$_{24}$
3798;C$_{60}$H$_{24}$
